,Duration,Call Id,Match,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Hang-ups,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Hang-up,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
1230,374,1068420587,1,0.965925826,0,0.258819045,-0.5,0.866025404,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,sure miss Maria sequencing to make me smile forgot everything done so tell me for me to come and get you going there burns your first name and your last name or nurse 85 / 8 senior picture poco Sea Ray Lewis your postal code phone number 4 002 salaam quickly go over how we work we will go over everything with you give you an accurate price before they do any work so when he shows that we can help you went to Saint Louis Louis I will for your life time when someone's going to come out with a common hello Don this game Hi how are you William use your kitchen green has come apart okay when I can get them one teen a payment today do you need someone who's she want someone kind of late morning early afternoon tomorrow did you want me to call you probably be the best not a problem I'll call when you're welcome 
1236,515,1068444015,1,0.965925826,0,0.5,-0.5,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,region Cruise service Maria speaking how can I make a smile to see if I could I wanted to get the air conditioners are you the fireplace your sex I have to okay I'll be done work for you before South care just to work yes this yes look like good okay what's your postal code and your name Earls e Mor e screen response by Smosh get the phone number I'll give you my cellphone number just so you can we get a hold of me for 5:09 851 mean 87 you know I miss you like to share with sure it's Tracy Lou smart just see why rogers.com how you heard about us free children's health Foundation okay you said yes which at work so this will quickly go over how we I will schedule one of our technicians to come out on site once he's on site to look over everything with you first give you an accurate price on everything and then go ahead with a maintenance this I definitely know for a furnace it's $119 each additional unit would be 60 so if you had a nice came for your furnace people your air conditioning 64 East Fire price okay and when he's fast if they would accept cash checks Visa Mastercard purpose now who is a time that's better for you number one I guess let you know sorry I don't have anything available for this week so would have to be next week so sure that fine or Friday City you have anything any kind of the back and forth here so Tuesday Wednesday Thursday I have them to say first thing if you're into 6 between 8 830 Henry usually probably here for an hour or so course there's restful units to be done still a little bit more Channel 4 my calendar here I'm thinking maybe Thursday might be better I have Thursday morning available at 4 what's her when you pick her saying what time is it 8:30 she could be on site yes so that's Thursday the 17th is that leader work specially give us a call and we can certainly reschedule you know that's not a problem what we do have something else here in the office is closed the home protection plan where r Rice commode once a year base with me and she was a one time shot yeah it's only for your iPhone if the deal conditioning only okay if they will come out and assist me 1897 months for those uniforms come as 1 per month once a year and we do the maze ohh you can play one lump sum for the year which is 18097 I believe I think Udi's Nexus then you'll have your to fire princess on top of that service you keep my vehicle in summer camp so she needed for any of those Services we waive that for our come out which is $59 each time to come out they will give you 10% off on the work that as well sugar plum let's say I sign up for a yearly maintenance for the air conditioner and furnace rings and then coming goes wrong in 1/2 weeks or whatever and I need and they came out $60 see and then print off the services after that which is the Lexus all is well stay out anything electrical they will do this way this week and I got it on the work it is a good plan I mean it you know we don't have it put fireplaces but it is is a good plan that you get these payments on your furnace and air conditioning once a year and you've got the you know we'll see the score and I would also be going to ask I forget what you said the check with it was about $120 you said $60 for each additional so your furnace fixed before your air conditioners and 64 East of the fireplaces search firm container but you're ugly 
1242,164,688879721,1,0.965925826,0.866025404,0.866025404,-0.5,6.12E-17,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,new service Maria speaking how can I make you smile Soul an appointment here and then I can have someone come out and see and the address there phone number to 519-452-7667 +51-943-432-2014 at work for yes 2/4 x extension 75242 75246 to have your email address so are you up on production time member of ours so let me know I was like ohh my plumbers will come on site to look over everything first give you an accurate price and go help it repaired there is a $59 difference unless he says he's able to accept cash check Visa or Mastercard for you to ask for you look purpose thank you hey Sheila how are you I do have Ryan available Monday morning are you available shop they'd be there probably at work I'll put them in okay thank you Sheila have a great weekend bye now 
1248,290,686982840,0,0.866025404,0.707106781,0.866025404,6.12E-17,0.5,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,it's great to me for Mike I got over for the electricals last week and I believe Mike handles the plumbing part of the business is that correct yeah is coming up can I use this for the comp for both of them what their formation for permit or no sex them so what kind of a lot for you and then over at the other property in Compton I want to I want to look at giving a closet area space to a bathroom on the main level with easy access to put in just putting a bathroom full bathroom in there showers I think mice my casine Windsor Ave before I don't think he seemed called sometime ago too so probably want to read revisit feel for for one of her set up the appointment it would be for Halima Tree Hill or cheese which is better for you and then the second call of the charm available he will be doing the work I mean I think I did I'm over here and have them they're they're proposing for winter and hi I got here so I will set up a call then I will give you a call from Monday it's looks like it's going to be from late morning on yeah so I can be like from 11 michaan and then he'll come in he'll give you a quote on both which is 209-2048 number 281 7749 
1254,94,685299795,0,0.866025404,0.5,-0.965925826,6.12E-17,0.866025404,-0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,thank you for calling finding homes to make you smile I talked to John and doing some upgrades to the property has a lock box on it again and see if we're around the same number just ask him to give me a call whenever you get a minute telephone number is 510 four 8358 and it's it's in regards to 54 Compton Crescent over here any seen at South Hills it's been a while but I'm sure you'll probably remember most of it okay answer who is a message for service it is 4 p.m. today so what I'll do is a message to their office and I'll have John give you a call once he's in tomorrow so you're welcome 
1260,92,679908297,0,0.707106781,0.258819045,-0.707106781,0.5,1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,forget put it on purpose or something and hopefully make you smile Orange too lazy to go alright bye anybody else to look at even look at it 
1266,178,686797594,1,0.866025404,0.5,-2.45E-16,6.12E-17,0.866025404,0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,there send that off another fucking fuck it that needs to be looked at the school I know it's a small job but I don't know 131 ambles you are phone number 451-943-0854 you w perfect those aren't Commerce I'm pretty sure he will come on travel schedule and we're coming straight people Gold Everything first give you an accurate price on any repairs and go ahead with the repairs I understand there is a $59 dispatch and when he says he's able to accept cash check Visa Mastercard data better for you I can get you in Friday morning first thing as you can hi good morning yeah that debt stepped in a definite Q 
1272,269,1072536321,0,0.866025404,0.707106781,-0.707106781,6.12E-17,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,it's Maria style shirts from swimming in my kitchen we used it rain this week so they plug phone number to Hardware 96010 East 5th hold for one moment pushing towards this way you doing it I'm hungry hi there sorry about that I get a hold of my plumber now I don't have availability for today I can schedule it for tomorrow and see if we can squeeze you in sometime tomorrow tomorrow tomorrow call and then I can go you know 16x hold on a second story is they can't come today they said maybe they can fit Us in tomorrow I don't know she said whatever yeah I don't know what to do then because it's it's obviously got to be unplugged ohh maybe I don't know what else to do because if it's not working before the night I don't know what I'm going to do then to call somebody else going to see if I can get somebody yeah I do apologize like I said he's here alright thank you very much did you want me to call her keep it tomorrow 4 thank you 
1278,425,683023117,1,0.866025404,0.258819045,0.5,6.12E-17,1,-1.84E-16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,service Maria speaking how can I make a fire you just said you make me laugh cos Kei th my phone was 549-672-9594 I need to purchase that installed to smoke carbon monoxide sensors Sheldon because my neighbor chips winter purchase for me so all he found a smoker I also have a chandelier in all chandelier in my dining room furniture so trying to change it for me so I need shampoo is there anything else alright so I will put the information from you my AmEx person to come out he will give you an accurate price at that point it'll cost to install everything wishing and swallow perfect perfect suitcase eh five six seven Saint Charles Park Road East 9 hold for a moment are there for about four purpose and free T4 super number again 549-602-9594 email address with me on the building yes it's my name's Susan skank shemales you heard about us my neighbor I see your truck around the city but my neighbor Wendy's she had some work so don't rush her cover monoxide detectors some of our search for at least a year or two ago so she was one who told me session will schedule you somewhere for you silly like that okay is there now just have the bco to smoke detectors them or should I pick him up so what'll happen is no comma he will cigarettes meet Andrea okay how hot is it a story or I keep feeling for a tour Tennessee big silver rates Translate Siri put ceilings okay cheers Sagittarius are Monday person in the morning Tuesday I guess the thing in the morning what is your preference I was 1889 for Monday April 8th 8:34 between 8 and say I'm not sure how long they will take call n $59 did for them to come out so Karen trophy me know okay first so that's the 16th between near me pictures bye bye 
1284,228,1073411058,0,0.866025404,0.965925826,-0.258819045,6.12E-17,-0.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,thank you for calling for an in home services your call is important to us please stay on the line and we'll be right with you thank you for waiting stay on the line thank you for waiting please send bye waiting please stand bye please stay on the line please stand by hey darling how can I make you smile good how are you I don't know anything about that stuff it is the after hours service today but I can have to rush I can leave a message or whatever works best for you sure okay that's okay and what's your name and your phone number for +62-079-438-2075 okay alright well I will have him get in touch with you ask you to 
1290,229,1073626570,1,0.866025404,0.866025404,0.707106781,6.12E-17,6.12E-17,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,if a great day speaking how can I make you smile I'm buying Plumbing problem walk-in tubs I shower Tony Marvel and the light at the top of her I was trying to replace it and I single short at the system I could fix that with the power box for the can't get the money together and at the same time maybe a year ago let's rain cover for this phone use another small fee you in a minute polish or see what's going there that's 4488 got on file as well 519-433-0284 is your phone number you got an email address you'd like to share with us at all reschedule our guys come out the go go over everything first give you an accurate price then go ahead with any repairs they are period Visa Mastercard when we're looking to get this done either comma set up for you next week or did you want me to schedule you in Montel availability during persist person between agency whatever we'll see you on the 9th at 9:00 o'clock or later in the week what time do you prefer us use me before I give you a call when he is available as well some woman is perfect okay bye bye 
1296,363,1073941566,1,0.866025404,0.5,-0.5,6.12E-17,0.866025404,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,the great service Maria speaking how can I make you smile this has cost you 6 now how we done work for you before and you are phone number to 00926 that's your cell and I have home 519-453-5571 yes Andy 2509 sis I share with us fishing she's so just too long you know I feel like I'm so come out on site it'll go over everything with you first give you an accurate price on the holes wrong with the work there's a $59 dispatch me and they're able to cross check Visa Mastercard is there a good for you or when I send the guys over before you sit Thursday Friday there's three little hard and Casey's we need our our suppliers Macy ours put it on bye slug through Friday and you can buy the following week up until we shoot alright I will put in the note and I'll give you like 2 minutes at the shadow crazy for you he arrives hold of you when it comes to 4 so we can if you want just a second here for Friday if you want fastest time slot he's 3 o'clock well no I will give you a round Barry yes likely he gets his brother called a little bit before you call me like 4 or your home I should 
1302,86,1074318297,0,0.866025404,0,-0.866025404,6.12E-17,0.866025404,1.19E-15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,great have fun in home service we plan on going to make you smile service to take a look at something like this it's something this week Lakers I forget what his schedule is early great if it's not really 
1308,168,1074451717,1,0.866025404,0,0.5,6.12E-17,0.866025404,-1.84E-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,okay service Maria speaking how can I make a smile four nine seven hartigan see a our D I gan in London Ontario and I said I work number will receive this week I can get a man first thing in the morning if you'd like between 8 and 9 or to let you know there will be able to these are MasterCard pieces normally but if you saw him he can install your zinc some water I just me I'm just almost I looked at it in Forever reason I just wanted to look different so awesome watching the video perfect thank you very much 
1314,104,680230026,1,0.707106781,0.5,-0.965925826,0.5,0.866025404,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,the calling from home service it's Rita speaking hi some electrical as Tuesday goes to black cars out here you guys did some work screws house about 340 years ago or so I should be in high honor the information looking for service today or are they said they weren't sure they also have $149 call-out fee since it's a fun so that's confirm Chris is a black basically live daughter he was talking in a note in the roulette cock right house right away then and what is your name is Lester Fayette see why ett e and your address 379 Governor Street what's the 519 601-3734 that's 509-601-3734 I will let them know right away okay who's excellent 
1320,161,680156886,1,0.707106781,0.5,-0.5,0.5,0.866025404,0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,I really have a question for you she's had trishin in the next few days that move I have a ceiling light needs to be moved about 6 I don't know Rihanna okay level of care unless Eastern Monday you work Easter Monday so one for Monday approximate price for like I said a plane light just needs to move diverse 6 inches t-shirt unfortunate I'll be done work for you before it's Sean black bar black I don't know which ones you've done our city 46 Maureen Moss stunts fun okay what time reason he did you prefer morning or afternoon would be better which home probably around 10 or 11 I can give you a heads up when he's on his way she's great okay between 10 and 11 give me a call that's well thank you sir 
1326,158,1078181057,1,0.707106781,0.965925826,-2.45E-16,0.5,-0.5,0.866025404,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,peppercorn cleaning Home Services is Lynn how can I make you smile do a mock up an electrician as soon as possible though it's not to see can I do that or they closed they're closed today but I can leave a message for him to contact you first thing Monday more so it's Sam P 6 train London Ontario Lorraine Pan she was only one so am I how much your phone is 672-408-6967 24086 okay and just needing like some electrical work done or smell gas and electric part of is a plug needs to be turned the other way so sorry the receptacle needs to be turn the other way cuz it's down and that's it's not serious thing is just taking the receptacle out I could turn it the other way bye bye 
1332,189,1075402320,0,0.707106781,0.258819045,0.866025404,0.5,1,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Kenneth Maria speaking how can I make a final mission pools 411 thank you Solon purchased for your furnace so weird we got everything yeah it works I guess you're up to your place before it you are phone number still try one more time because I'm pretty bored and I have your email Lacey Jim smale Dasia self results are you a home pick up going to send them Boulevard Los Alamos he will go through everything there is a $99 what he still likes The Cooler Cleanse open there when he's there look like he's an asshole I will full I don't have anybody available for today I will pass it on to the dispatch we will give you a call like a 15 minute or half hour but that's what he's on his way or tomorrow but love you confirm 
1338,245,1075521815,1,0.707106781,0,-0.707106781,0.5,0.866025404,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,delicious so the lights out in the back door sensor nice let them know healing Phyllis show 85050 just for Crows who's the first 4 does she like to share with us better Gmail hey Mitchell Street game show 3 gmail.com Michelle first gmail.com just want to go over how we work with our guys enough to go over everything first cuz then I can go ahead with the repair doesn't seem 9 dollar difference when you're able to accept cash checks Visa Mastercard be available like you want this for as soon as possible with a phone or if I make sense for someone with some are you home most of the day so if you want to I will talk to you soon bye 
1344,192,1075638270,0,0.707106781,0,0.5,0.5,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,great service Maria speaking how can I make you smile is it warm he said there was two quick how do you support phone number +931-730-670-2050 yes you would like to cut off er Beyond there's no reason see you soon what works I will is there a did you want to send minutes before that I promised half hour so did you want to direct her cell number or home number so it'll be a $59 dispatcher come on Friday we'll go over everything first cuz you're not the right price then go ahead with any repairs and Mondays are able to accept cash check Visa Mastercard and we will get a hold of you regarding when are Cara peckens Artful Department by okay great Circle if he's full of Cuba 
1349,212,1075653117,1,0.707106781,0,0.707106781,0.5,0.866025404,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,greater with Maria speaking how can I make you smile kitchen sink water through the only covers so I don't know whether you service will you play whole thing so I can pass from so services are covered we can replace that without the summer actually he cannot so early delivery what does need to be prepaid for you Google once that's take my place they can repair replace anything you know any props out there I'm sure it was well worth it really quickly 9 dollars come on site Google just permit what the problem is give you an accurate price before he's got anywhere with the real I miss your face before game and you are 402 prizes so home 011 why is our plumber and I will he is a service calls I will is there on Thursdays at settle for you or cross with the did you want I'm just a moment I have a half hour I will have them give you a call before they arrive I will put moral hold of Lisa confirm others you too 
1355,241,1076415935,0,0.707106781,0.5,0.965925826,0.5,0.866025404,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,service Maria speaking how can I make you smile we're having trouble with our electrical and when I talked I think it was pretty last night she's also one more her name is perfect I see you here and the existing circuits are working and summer not so called Running hydros a confirm that you know the power was good to the house cuz I thought it might even a brown out or something just so you know it's it's in the panel or somewhere else inside the house so we need somebody to check it out get it fixed perfect POF who Allison Allen to raise what's the cooker and 6/8 for our one this is the best number to get blonde 247-2079 number email address you'd like to share with us that all how you I seen your truck in the neighborhood so it seems to me Lee I looked at your website and it looks good I will go over everything with you first give you an accurate price then go ahead with any repairs when they're done they're able to accept cash check Visa Mastercard and did I mention the $59 dispatch fee when they come out there will be a $59 dispatch as well so I will have are you available this afternoon at all just trying to figure out what time for him to available my wife's phone but I'm going to try to get to work and back how this afternoon available I can have someone call you back after 8:39 to confirm an exact time is that okay perfect Fisher much you have a good day 
1361,127,678398503,0,0.707106781,0.258819045,-0.965925826,0.5,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,thank you for calling for an in home services your call is important to us please stay on the line and we'll be right with you to get somebody to come out make sure everything's okay hey I do you need to come tomorrow circus Center okay and some of that or not what is the address in Road secure you I am feeling that's + 1 519 472 1279 all right I'll let them know what's your best cast for a Time I'll call you tomorrow around 8 o'clock and then we'll have to book something then thanks 
1367,252,1076833447,0,0.707106781,0,0.707106781,0.5,0.866025404,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Super Mario speaking how can I make a final so hi Michelle Ransom service before and so all good men to the roads so what what is the problem so there's something around 4 so just needs to be you should bring a progress so it's fine I just was like for some reason the laundry between the laundry in the gym at 2 City assist just be stuck in stuck in there is there someone in the butt was training I'd like pushed it down bring it was just like a little bit but we'll proceed a problem so I'd rather now yeah it's 45 Baseline Road East yes phone number so the face yes it is are you have a question for member of ours I'm sorry home exclamation all I don't believe so I've been there so I have it with Reliant I don't have no not has my basement is leaking anyways and I'm having someone come and look at it it's always been a problem during not a problem again and iPad child on every only so if I have a problem I'm having coming up rather don't want have in the meantime comma does it is my Nemesis dip I know it's not an emergency or anything like that so like tomorrow if it's tomorrow or well on the work order here at home base tomorrow I'll be home all day sure everything just call Neil don't need power course usually to guy in Monsters downstairs so if I did send twice so I should be on the sheet much and I know it's crazy just wondered if so comma do you know send you have a rather than have to look through all my last time make Maiden Lane brain to Street which was 46096 Yarbrough right right so I'm around yeah yeah that's what I thought you very much for that bye bye 
1373,250,1076846979,0,0.707106781,0,0.866025404,0.5,0.866025404,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,service Maria speaking to make a smile Ramsey and that we print your pay for it I get all the information then and then we'll lock the garage the person to come out honest I don't know where you got that what is the company of lands I and as in Norman 6 a 1 Z 9 519-657-7929 so you can do some salmon patience and II El m a n y s o n at yahoo.com so just to quickly go over again how to work all these schedule alright so look for most goals everything first price and go ahead with the solutions for later this week that's cash check Visa me now are you more there's they're saying give them feel real decline this call Sam's I never get someone in for you of course are you Sarah poop receptionist hear you 
1379,59,676310748,1,0.707106781,0,0.258819045,0.5,0.866025404,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Cricket final service with a know how to make you smile what we do okay thanks hon no problem 
1385,89,1078094235,1,0.707106781,1,-0.866025404,0.5,-0.866025404,1.19E-15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,thank you for cops and I looking for service today movies if so I can let the office give you a call back with the price I just after our don't have the prices regarding that I don't give you a call back tomorrow my service and Eric how do you spell your last name and what is your phone number have a 9473 94th and what's your address okay that's all bye 
1391,100,676138225,1,0.707106781,0.965925826,-0.5,0.5,-0.5,-4.29E-16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,services this is Britney speaking I'm not sure what your contract we did include I'm not able to look it up myself I'm going to answering service did you need me to contact me on call plumber okay your name and what city is it in and your phone number yes what is the issue the names all right I'll let them know 
1397,69,1080697253,1,0.5,0.965925826,-0.258819045,0.866025404,-0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,thank you for calling plan in home service days thank you for calling Fanning home service this is Lynn how can I make you smile your water heater is it a rental water heater and who do you pay your rental 2 if you rented from Reliance they don't see what the past three fingers for that's okay 
1403,150,1086501726,1,0.258819045,0,-0.258819045,1,0.866025404,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,greatest service delete it was say was freezing over mascara I will well I drove across he's no problem we should have that no problem as well all over to pick up your call with an exact time and Sunday will rock 
1409,125,676158629,0,0.707106781,1,0.5,0.5,-0.866025404,-1.84E-16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,thank you for calling fine in Home Services your call is important to us please stay on the line and we'll be right with you thank you for yourself and what's your address there John Rowley press l e y 649-6517 this will be $149 today yeah 
1415,47,674514440,1,0.707106781,0,0.707106781,0.5,0.866025404,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,it's a great day service Maria speaking which are I be s t e s 
1421,697,674503026,1,0.707106781,0,0.707106781,0.5,0.866025404,-0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,personally okay that's cool from Arby's her live I want to wait thanks okay I know when I get ready every 2 every 3 using what is the money so sorry okay okay I cannot hear more clear because how to find the old friend every other month 16071 in Texas I don't I don't know you are are covered until June no I do not we had it I don't know you just said when me okay Emory are you her office right now it's Ryan Hereford Karina hello Mr Peter Pan okay comma 
1427,95,672875559,0,0.5,0,-2.45E-16,0.866025404,0.866025404,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,hypocrite of fun in home service this is going to hopefully make you smile service inspection what do you mean sorry check check calling this see you see you have something from like an intern something how do we do we do them for 1.999 wonderful 
1433,111,1081116348,0,0.5,0.707106781,-2.45E-16,0.866025404,0.5,0.866025404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,okay for my mother working on it 
1439,164,1081181755,1,0.5,0.707106781,0.965925826,0.866025404,0.5,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,it's a great speaking how can I make smile hi it's Loren calling from breaker which I find a little high I know the original release over 30 years old so I suspect it's it's it's a coma they won't come back on site to see if I could 3 Oak Lane phone number yes it is are you are home pretty soon member of ours so I will have someone from our dispatch Department give you a call back shortly regarding an exact time okay I'm just a general idea when you're coming vaginas 
1445,349,671682850,1,0.5,0.5,0.866025404,0.866025404,0.866025404,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,you're not picking up my make you smile is not available you have issues or he said he would call me yeah he has he's the owner of the moment so you are a freak you're you're blowing fuses blown fuse I can schedule someone called here her to your place before what's your unit 1102 to make sure that you were in an hour 702 her shopping what who's the coach special your postal code three six have a phone number for 39277 so quickly go over how we work here at Brainard we schedule like rice in a two hour window guys there will come out they will arrive and then go from there $16 be able problem there is a $59 per able to take these parts are you home this at all okay so you have an hour or is it hey coz my apartment I don't have power in the kitchen will will 
1451,247,671625899,1,0.5,0.258819045,-0.965925826,0.866025404,1,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,sent you for calling fine in Home Services your call is important to us please stay on the line and we'll be right with you please stay on the line for waiting please stand bye hi despite in home service how can I help you yes we we do that as well yes we do Residential okay okay I'm I do have to let you know those since it is after hours now there is $149 call-out fee no cuz like the office closed at 4 so it's sorry it's after 4 o'clock incident I'm sure they wouldn't have $149 callout fee so I'm not sure I get prices for definitely would be less for when sorry so you're looking for service tonight still give you a call back at school well I won't be able to do that since the office is not open I can get the on call worker football I said I can get you on call worker to give you a call back and you can always ask them the question the name is Robinson and what's your address and I'm I want to double check that number is 519-439-2772 I will let my electrician know right away okay you're welcome 
1457,210,1082399038,0,0.5,0.707106781,0.5,0.866025404,0.5,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,a great day is Maria speaking how can I make this my charge version of the toilet so I'm fucking dollar dispatch fee before he is he will remove your old one it sure take it off premises if the summer there are the only ones I can give that price I you don't have it here in the office no they have their own guy they go Barstow change can actually do it right there if I want to skip that so they do the work but I just a $10 give you a little work so I can let you know lyrics stratosphere you are mark phone number okay so I will cuz I'm plug dispatch department they will give you a call with an exact time and date when someone can come out now quickly did you want this done this week next week so are you home work as a day at all 
1463,237,1082753538,1,0.5,0.258819045,-0.258819045,0.866025404,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bridget finding them service this is granna hopefully make you smile care while tomorrow Marco little water so part to buy bread before 2 or 9 third quarter after warrants send somebody come in the morning would be the best probably I can probably Tuesday morning we were going to be the 20th 1059 for you Tuesday morning do you on to 2 
1469,127,669331737,1,0.5,1,-0.707106781,0.866025404,-0.866025404,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,find Home Services this is Britney I'm all how are you how much snow there is a $149 policy after hours yeah I guess you'll have to talk to them about that before I page could you spell the last name alright I'll call you back 
1475,110,669233210,1,0.5,0.965925826,-0.707106781,0.866025404,-0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tinker calling Federal Services meet up teaching available for weekend calls so I've got no power coming into my house right now I'm sorry there's no power coming from the panel yeah I've got a bit of a fishy smell see the power strip a couple of times so I'm even know if I reset the breaker it's not coming on at all check with Hydro in there is power coming into the house alright mom I was also have to let you know that there's $149 callout fee if it is after hours I'm sorry what is your name that's on your last name Willmar Auto Cinemas in Mary en Sen creek creek the phone number to reach you six 87431 509-685-7431 perfect I'll let them know right away okay I don't know my cell give you a call back with any TA thank you you're welcome bye 
1481,149,667797040,1,0.5,0,0.5,0.866025404,0.866025404,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Mario taken hoping to make it so just finished showering when furnace maintenance for having a baited not a lot but it's cuz I don't want to hear it right comma could you call with an exact time and if you'd like that kind of a day and then he was your car back our answering service usually calls 641 just never call me if I wouldn't mind holding on to her so what is that great little full it 95 Park Lane presents hey Andrew how was perfect yeah you got me in your system right for 14313 still your number so you are not a home protection plan member of ours so give me a call and we can figure all that out 
1487,249,1084975735,0,0.258819045,0.5,0.866025404,1,0.866025404,-0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,she's supposed 5 so okay thanks 
1493,132,1085277239,1,0.258819045,0,-0.5,1,0.866025404,0.866025404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,furnace Prius tickets to make a final who's to see you guys and so I'm sure that I seem to see what he did here so he charged you $302.84 lie he is slow dispatch all SP Chris so I say he he he okay okay get a hold of me what's wrong size so he's got a hold of Ryan and see what's what exactly it should be alright I will hold of you with no set okay thanks bye bye 
1499,262,664922979,0,0.258819045,0.258819045,0.866025404,1,1,-0.866025404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,speaking hoping to make you smile so best to do it over with music goes out over the rates and so forth so see what we serve which is let me know yeah so and I think that's where it is feel like someone to come out and go over everything with you her near pussy Lisa Smiley speaking now with the dark yes soul circus Lisa and I are we done for you before court phone number 94717 71 for this Friday he's got be like a 3:30 now to do 3 or is that a little bit 2 with friends people passes for an appointment like four six now who's the most from us God bless us with any questions you may need you may have you email schools are that's a sexy sorry for me do you with the reason for the phone 
1505,278,1086552719,1,0.258819045,0,0.258819045,1,0.866025404,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,in service training on hopefully make you smile yes the Green Sheet I have done early or my service sorry 535 he he he he Chief Rachel good luck Anderson Terry race perfect your phone number is still 519-472-1763 you're looking for and see if I starting almost let me just see here and we'll set for you how is there any particular day or time of day you were hoping for Aries tomorrow hi could you Thursday 3:00 or Friday I could do 1 o'clock Porky's here do you know roughly how old it is for 1 p.m. 
1511,98,664262469,0,0.258819045,0.866025404,-0.5,1,6.12E-17,0.866025404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Richard call Rachel 
1517,301,662337504,0,0.258819045,0.707106781,-0.707106781,1,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,how can you how are you hello Diana speaking how are you therefore you sent me commute to work right now hi I can do first thing Friday again I guess give her a stretch then and then go from there I hope you thanks 8026 the final I am you guys know that this is what I want 3264 my boiler they had to tell my my daughter 
1523,559,662277217,0,0.258819045,0.707106781,-0.258819045,1,0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,okay bye bye 
1529,84,1089642898,1,0.258819045,0.707106781,0.707106781,1,0.5,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,five six seven eight 
