Unique Id,Call Id,Words,,
1677,1048655692,it's a great day Maria speaking how can I make a smile hi Maria my name First of the Year events locate 6042 before CST dial phone numbers are all the same Dr Cassano I will put on the work order here that you'd like them disperse CC I don't see a problem aside first I don't see a problem as of now I will put it on you work order food like at the 31st for you want to call the night before to let me know how everything's on track of expected at 8:30 if so just call me if something changes I could get an emergency or something you no problem Brandon are off that's socially why you on our home alright well I like I said someone will give you a call right before and confirm let me know first girl you don't love me thank you bye ,,
1678,1048655692,it's Maria speaking how can I make it smile hi Maria my name first does over a month ago in a light pole solo cake 6042 before CST dial phone numbers are all the same Dr Cassano I will put on the work order here that you'd like them disperse CC I don't see a problem aside first I don't see a problem as of now I will put on the work order food like at the 31st for you want to call the night before to let me know how everything's going well expensive at 8:30 so just call me if something changes I can get an emergency or something you no problem there I hope that's okay you alright alright well I like I said someone will give you a call right before I let me know first girl you don't love me thank you bye bye ,,
1679,1048655692,it's a great day Maria speaking how can I make a smile hi Maria my name fault of your events and I was locate 64240 St IL phone numbers are all the same Dr Cassano I will put on the work order here that you'd like me this purple ski I don't see a problem is Friday I don't see a problem as of now I will put it on the work order food like at the 31st for you want to call the night before to let me know how's everything going so expensive at 8:30 so just call me if something changes I can get an emergency or something you no problem bring their off that's mostly why you alright alright well I like I said someone will give you a call right before I let me know first girl you don't love me thank you bye bye ,,
1680,1049156707,it's a pretty impressive you smile yes get a plumber before yes and what are we looking at what we sleep toilet not from the not from the not from the joint that has like the braided wire but from the tank to that I've braided wire thing so I suspect it might be a seal but it's probably 2530 years old well so I'm thinking we might as already fixed one problem on it and now this is happening so I'm thinking it might be time for a new one unless there's unless somebody can just say hey you know it you just need to do this but pretty I was wondering Saturdays usually put this to breathe or the other option is this paper personal it needs to be there has been a hook for Saturday I don't have any days off this week so when would be the earliest you'd be able to come we might be able to get up tomorrow otherwise you probably Monday okay okay I was just checking with my wife here probably when we see Monday probably first one of the day would be good that one okay what else would be a month would it be to the days the other day we are on 3116 Lane Drive I seen one is it that's great 95872 P.S right where you are so yeah it'll be totally died so how would that I would that work and you'll have a look at it and then they he says yeah I think we need a toilet usually with a pointless here looking at having to order also come out to you and when you want to go with going forward as like catalog or something or not okay this is an iPad said no we go to Lowe's or something like that I have no clue what to order okay right after the dogs right right you're a lot better go through us through it okay so is it possible how long is this window on Mondays anymore okay because the reason I ask is I just wondering we're looking at a new kitchen faucet well and I just wondering if you could look at that yeah we have one of these ones that swivels and then they they hand peace poles out as well okay and it's annoying and it's basically disintegrated in so we may use like the pull out bye yeah alright I got it okay thanks very much very welcome bye ,,
1681,1049156707,it's a pretty impressive smile but yeah if I get a plumber before yes and what are we looking to get what we need toilet not from the not from the not from the joint that has like the braided wire but from the tank to that I've braided wire thing so I suspect it might be a seal but it's probably 2530 years old well so I'm thinking we might as already fixed one problem on it and now this is happening so thinking it might be time for a new one unless there's unless somebody can just say hey you know it you just need to do this but pretty I was wondering Saturdays usually put this to breathe or the other option is if I put her personal it needs to be there has been a hook for Saturday I don't have any days off this week so when would be the earliest you'd be able to come we might be able to get up tomorrow otherwise you probably Monday okay okay I was just checking with my wife here probably when we see Monday probably first one of the day would be good that one's okay what else would be a month would it be to the days we are on 3116 Lane Drive I seen one is it that's great 15872 P.S right where you are so yeah it'll be totally died so how would that I would that work and you'll have a look at it and then they he says yeah I think we need a toilet usually with the toilet here looking at having to order a scope it out to you and see when you want to go with going forward as like catalog or something or no okay season iPad said no we go to Lowe's or something like that but I have no clue what to order okay alright after the dogs right right you're a lot better I threw us through it okay go sit on school how long is this window on Monday okay because the reason I ask is I just wondering we're looking at a new kitchen faucet well and I was wondering if you could get that yeah we have one of these that swivels and then they hand peace poles out as well okay and it's annoying and it's basically disintegrated in so we would like to pull out yeah alright I got it okay thanks very much very welcome bye ,,
1682,1049156707,it's pretty impressive you smile yes get a plumber second before yes and what are we looking to get up on what we sleep toilet not from the not from the not from the joint that has like the braided wire but from the tank to that I've braided wire thing so I suspect it might be a seal but it's probably 2530 years old well so I'm thinking we might as already fixed one problem on it and now this is happening so thinking it might be time for a new one unless there unless somebody can just say hey you know what you just need to do this but pretty I was wondering Saturdays usually put this to breathe or the other option is if I put her personal it needs to be there that was kind of hoping for Saturday I don't have any days off this week so when would be the earliest you'd be able to come we might be able to get another otherwise you probably Monday okay okay I was just checking with my wife here probably when we see Monday probably first one of the day would be good that one okay what else would be a month would it be to the days we are on 3116 Lane Drive I seen one is it that's great 45872 P.S alright are you you're supposed to Lee so how would that I would that work and you'll have a look at it and then they he says yeah I think we need a toilet usually with the toilet here looking at having to order a scope it out to you and see when you want to go with going forward as like catalog or something or no okay season iPad said no we could go to Lowe's or something like that I have no clue what to order right after stalled right right you're a lot better go through us through it okay so is it possible how long is this window on Mondays anymore okay because the reason I ask is I just wondering we're looking at a new kitchen faucet well and I just wondering if you could look at that yeah we have one of these ones that swivels and then they they hand piece as well okay and it's annoying and it's basically disintegrated in so we may use like the pull out yeah alright I got it okay thanks very much very welcome Hey bye ,,
1683,1049156707,it's pretty impressive you smile yes get a plumber before yes and what are we looking at what we sleep toilets not from the not from the not from the joint that has like the braided wire but from the tank to that I've braided wire thing so I suspect it might be a seal but it's probably 2530 years old well so I'm thinking we might as already fixed one problem on it and now this is happening so I'm thinking it might be time for a new one unless there's unless somebody can just say hey you know it you just need to do this but pretty I was wondering Saturdays usually put this to read or the other option is if I put it for personal it needs to be there that was kind of hoping for Saturday I don't have any days off this week so when would be the earliest you'd be able to come we might be able to get up another otherwise you probably Monday okay okay I was just checking with my wife here probably when we see Monday probably first one of the day would be good that one's okay what else would be a month would it be so the days yeah the day here on 3116 Lane Drive I seen one is it that's great 5872 P.S right where you are so yeah it'll be totally died so how would that I would that work and you'll have a look at it and then they he says yeah I think we need a toilet usually with a pointless here looking at having to order also come out to you and when you want to go with going forward as like catalog or something or not okay this is an iPad said no we go to Lowe's or something like that but I have no clue what to order okay every dogs right right you're a lot better I threw us through it okay go sit on school how long is this window on Monday at 4 okay I guess the reason I ask is I just wondering we're looking at a new kitchen faucet well and I just wondering if you could look at that yeah we have one of these ones that swivels and then they they hand piece as well okay and it's annoying and it's basically disintegrated in so we may use like the pull out bye yeah alright I got it okay thanks very much very welcome bye ,,
1684,1049156707,it's pretty impressive you smile yes get a plumber before yes and what are we looking to get up on what we sleep toilet not from the not from the not from the joint that has like the braided wire but from the tank to that I've braided wire thing so I suspect it might be a seal but it's probably 2530 years old well so I'm thinking we might as already fixed one problem on it and now this is happening so I'm thinking it might be time for a new one unless there unless somebody can just say hey you know what you just need to do this but pretty I was wondering Saturdays usually put this to breathe or the other option is if I put her personal ID need to be there how was kind of hoping for Saturday I don't have any days off this week so when would be the earliest you'd be able to come we might be able to get up another otherwise you probably Monday okay okay I was just checking with my wife here probably when we see Monday probably first one of the day would be good that one's okay what else would be a month would it be to the days we are on 3116 Lane Drive I seen one is it that's great 45872 P.S right for you for sure so I'm not really totally died so how would that I would that work and you'll have a look at it and then they he says yeah I think we need in toilet usually with the toilet here looking at having to order a scope out this year to you and choose which one you want to go with going forward as like a blog or something or yeah okay this is an iPad said no we could go to Lowe's or something like that I have no clue what to order right after the dogs right right you're a lot better go through us through it okay so is it possible how long is this window on Mondays anymore okay because the reason I ask is I just wondering we're looking at a new kitchen faucet well and I just wondering if you could look at that yeah we have one of these ones that swivels and then they they hand piece as well okay and it's annoying and it's basically disintegrated in so we may use like the pull out bye yeah alright I got it okay thanks very much very welcome bye ,,
1685,1049156707,alright I got it from you okay thanks very much very welcome bye ,,
1686,1049186837,speaking how can you make you smile oh ha ha how long no I haven't been your face for no not at all is it that or it from you we can set up an appointment to look secret you have someone come through I guess if I can take your we are on our way Bartlett rtle or manager and drive since Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still love you w 1 M 7 +65-951-075-1959 and I asked how you hon look it up on my iPad post for the week and I want to somebody before that because the cyst running okay over how we work we do look nice come out and we'll go over everything with you give you the right price gold math ahead with repairs there is a $50 to me and when he's not accept cash check Visa or MasterCard okay service fee for him exactly what's going for you he would he would have to work at 1 to have one on his then he would come back and install it for you and happened and I feel like no spare let you know I'm okay so if someone there Tom availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call and I'm going from one was for tomorrow you'll call Bypass when someone for tomorrow okay can when I go to school for tomorrow tomorrow May 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's a spaz ,,
1687,1049186837,speaking how can I make you smile ohh har har no I haven't been here for snow let it all is it that more often from you we can set up an appointment and have someone else to look Deer Creek you have someone come through yes if I can take her and I are on our way Bartlett rtle or manager and drive Jim Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still love you w 1 M 7 +65-951-075-1959 and I asked how you hon look it up on my iPad post for the week and I want to somebody before that because the cyst running okay over how we work we do look nice come out and we'll go over everything first with you give you the right price I pulled my head with risk are there is a $50 missed me and when he's not he didn't accept cash check Visa or MasterCard okay service fee for him exactly what's going for you the way he would he would have to go get one if it was a have one on his then he would come back and install that for you and happened and I feel like you know there but you know I'm okay so if someone there availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call and I'm going from one was for tomorrow your call Bypass when someone for tomorrow okay can when I go to school for tomorrow tomorrow May 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's a spaz ,,
1688,1049186837,speaking how can I make you smile oh ha ha no I haven't been your Facebook or no not at all is it that more often from you we can set up an appointment and have someone else to look tell Chris to have someone come soon I guess if I can take her and I are on our way Bartlett rtle or manager and drive Shin Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still are you 5 W 1 M 7 659-507-5959 and I asked how you look look it up on my iPad post for the week and I want to somebody before that because the cyst running okay over how we work we do it by tomorrow and we'll go over everything first with you give you the right price old Mass go ahead with repairs there is a $50 to me and when he's not he didn't accept cash check Visa or MasterCard okay service fee my crackly blum's going for you he would he would have to work at 1 to have one on this then he would come back and install that for you and happened and I feel like you know there but you know I'm okay so if someone else there availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call in a claim one was for tomorrow your call bye when someone for tomorrow okay can when I go to school for tomorrow tomorrow May 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's okay ,,
1689,1049186837,speaking how can I make you smile ohh har har no I haven't been here for snow let it all is it that more often from you we can set up an appointment and have someone else to look tell Chris to have someone come soon I guess if I can take her and I are on our way Bartlett rtle or manager and drive Shin Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still love you w 1 M 7 +65-951-075-1959 and I asked how you hon look it up on my iPad post for the week and I want to somebody before that because the cyst running okay over how we work we do it might come out and we'll go over everything first with you give you the right price gold Bob go ahead with repairs there is a $50 to me and when he's not accept cash check Visa or MasterCard okay service space exactly things going for you the way he would he would have to look at 1 to have one on this then he would come back and install it for you and happened and I feel like you know there but you know I'm okay so if someone else there Tom availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call and I'm going from one was for tomorrow your call Bypass when someone for tomorrow okay Ken when I said ohh yeah cool for tomorrow tomorrow May 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's okay ,,
1690,1049186837,speaking how can I make you smile oh ha ha no I haven't been you're facing for snow let it all is it that more often from you we can set up an appointment and have someone else to look tell Chris to have someone come soon I guess if I can take your we are on our way Bartlett rtle or manager and drive same Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still are you I'm W 1 M 7 +65-951-075-1959 and I asked how you hon look it up on my iPad supposed to come for the week and I want to somebody before that because the cyst running okay so how we work we do let us come out and we'll go over everything first with you give you the right price old Mass go ahead with the repair there is a $50 missed me and when he's not he didn't accept cash check Visa or MasterCard okay service fee my crackly blum's going for you he would he would have to get one to have one on his then he would come back and install that for you and happened and I feel like you know there but you know okay so I can get someone out there availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call in a claim from one was for tomorrow call Bypass when someone for tomorrow okay Ken when I still don't get you for tomorrow tomorrow May 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's a spaz ,,
1691,1049186837,speaking how can I make you smile ohh har har no I haven't been here for snow let it all is it that more often from you we can set up an appointment and have someone else to look secret you have someone come soon I guess if I can take your we are on our way Bartlett rtle or manager and drive same Fairmont subdivision just so I know the area there so yeah I was years ago mine who's but alrighty still are you w 1 M 7 +65-951-075-1959 and I asked how you hon look it up on my iPad post for the week and I want to somebody before that because the cyst running okay over how we work we do look nice come out and we'll go over everything first with you give you the right price gold go ahead with repairs there is a $50 just me and when he's not he didn't accept cash check Visa or MasterCard okay service fee my crackly blum's going for you the way he would he would have to work at 1 if it was a have one on this then he would come back and install it for you and happened and I feel like you know there but you know I'm okay so if someone else there availability for tomorrow and I will have someone give you a call from my dispatch Department I'll when someone will be there by 10:00 okay they will give you a call 10 o'clock when someone will be for tomorrow you'll call Bypass when someone for tomorrow okay Ken when I said ohh yeah cool for tomorrow tomorrow Friday the 24th at 10 in the morning I'm almost give you a call to let you know when they will be coming out tomorrow so he should let you know okay sorry that's a spaz ,,
1692,1049270265,this is Diana how to make you smile you just did okay Diana just curious week we're in a condo Jenna are you the one we have the number some pumpkin here but we have one unit we're constantly apparently for no reason because it says more less elevated anyway we we had an inspection of some punk and The fella was steer suggested that possibly maybe we should have the weeping tile checked around doesn't clogged or whatever and so I understand the you people have a magic little bird to refill your way through there and we'll look what does that cost how far they are okay how do they start how do you start getting into this bloody thing I just bear with me here at the Weeping pilot yeah but cuz there's actually a credit get it because it has to work camera inspection yes I'm looking here I'm headed actually to 14161 you saved its regular the cellular to meet you okay so what I do is I feel not Philip this information and then click sign up and an appointment with you alright you or someone from here there when you come so what what kind of door you look nice but let us in having see before I know I don't think so your address is in my system okay you're one of the number one John straw Arvest harvell are there in one C 0 yeah you got to love those town wide live in our Co 9 at 3 ohh yes I lose the grammar any dispersed Me lyrics Rahman new SMS and it's wonderful so it's really nice yeah yeah yeah when we were in our house yes x o at the complex here not too sure so what works best for you before I start looking at Michael it's what is your note actually most of the time we could be available okay what is that because I'm in the folks who are in one having a cookout as well so either one of us fit here so if that's fine we'll certainly can do it in the morning possibly early afternoon tomorrow okay early afternoon okay and you if you have desperately new Paul's what is my yeah they're the only problem is I'm oh no wait Mass late late morning would be a good one for tomorrow because I think we should one of us should be here so if if when they come live let me put it this way Diana at like I'm in and at 7 okay that would be the first stop if I think it'll never know the other the unit in question is 2111 also be able to get us in there and try Carlos phone number for you as well 432-3364 alright you are all set for tomorrow and I'll give you an hour before I believe you're welcome bye bye ,,
1693,1049270265,if I this is I know how to make you smile you just did okay Diana just curious week we're in a condo Jenna are you the one we have the number some pumpkin here but we have one unit where it's constantly apparently for no reason because it says Wireless elevated anyway we we had an inspection of some punk and The fella was steer suggested that possibly maybe we should have the weeping tile checked around doesn't clogged or whatever and so I understand the you people have a magic little to refill your way through there and we'll look what does that cost are they okay just want to see how do they start how do you start getting into this Latifah I just bear with me here it's a weeping pilot yeah but cuz there's actually I could get it because it's the camera inspection yeah I'm looking at is actually 911 61 states its regular Auto Sale healer 200 really well okay so what I do is I feel not fill out this information and then click sign up and or do I know appointment with you alright do you or someone from here there when you come right yeah so what what kind of door you look man blood test having see before I know I don't think so your address is in my system okay you're one of the number one John straw arvind arvind it's not there anyway I'm once easier oh yeah you got to love those town wide living Arco 9 Astoria and I lose the grammar any dispersed me my respects Rothman new SMS and it's wonderful somewhere else so it's really nice yeah yeah yeah when we were in our house yes x o at the complex here period so what works for you before I start looking at my school that's what is yours do this I don't know actually most of the time we can be available okay what is that because I'm in the folks who are in one having to go as well so either one of us should here so if that's fine we'll certainly can do it in the morning possibly early afternoon tomorrow okay early afternoon okay and what I can do if you have definitely new Paul's with her as much as you need to get yeah they're the only problem is I'm oh no wait Mass late late morning would be a good one for tomorrow because I think we should one of us should be here so if if when they come live let me put it this way Diana at like I'm in and at 7 okay that would be the first started if I think it'll never the other the unit in question is 2111 also be able to get us in there and try Carla phone number for you as well 432-3364 alright you are all set for tomorrow and I'll give you an hour before I believe you're welcome bye bye ,,
1694,1049270265,if I this is I know how to make you smile you just did okay Diana just curious week we're in a condo Jenna are you the one we have the number some pumpkin here but we have one unit where it's constantly apparently for no reason because it says Wireless elevated anyway we we had an inspection of some punk and The fella was steer suggested that possibly maybe we should have the weeping tile checked around doesn't clogged or whatever and so I understand the you people have a magic little to refill your way through there and we'll look what does that cost how far they are okay how do they start how do you start getting into this bloody thing I just bear with me here it's a weeping pilot yeah but cuz there's actually a credit get it because it has to work camera inspection yes I'm looking here I'm headed actually to 14161 you saved its regular Auto Sale here okay so what I do is I feel not Philip this information and then click sign up and an appointment with you alright you or someone from here there when you come right now so what what do you look nice but let guest having see before 6 I know I don't think so you know your address is in my system okay Pier 1 the number one John straw Arvest are the hell are you know they're on a deal right now I am once easier oh yeah you got to love those town wide living Arco 9 it's Andrea yes hi Lucas Graham Baretta first name Rocky's new SMS and it's wonderful but also it's really nice yeah yeah yeah when we were in our house but it's a complex here period so what works for you before I start looking at Michael's what is your favorite I don't know actually most of the time we can be available okay what is that because I'm in the folks who are in the one having to go home as well so either one of us should here so that's fine we'll certainly can do it later in the morning possibly early afternoon tomorrow okay early afternoon I can do is do you have desperately new Paul's with her as my yeah they're the only problem is I'm oh no wait Mass late late morning would be a good one for tomorrow because I think we should one of us should be here so if if when they come live let me put it this way Diana at like I'm in and it's coming okay that would be the first stop if I think it'll number the unit in question is 21 but I'll have it I'll be able to get us in there and try Carlos phone number for Yasmin or three two three three six 4 alright you are all set for tomorrow and I'll give you an hour before I believe it's great you're welcome bye bye ,,
1695,1049270265,this is Idaho to make you smile you just did okay Diana just curious week we're in a condo Jenna are you the one we have the number some pumpkin here but we have one unit we're constantly apparently for no reason because it says more less elevated anyway we we had an inspection of some pumpkins and the fella was steer suggested that possibly maybe we should have the weeping tile checked around doesn't clogged or whatever and so I understand the you people have a magic little to refill your way through there and we'll look what does that cost how far they are okay how do they start how do you start getting into this Bloody Sunday I just bear with me here at the Weeping Tyler yeah but so there's actually a credit get it because it has to work camera inspection yes I'm looking headed back to Lincoln 14161 Steve's its regular Auto Sale here okay so what I do is I feel not Philip this information and then click sign up and an appointment with you alright you or someone from here there when you come right now so what what kind of door you look nice but let's invite having I know I don't think so your address is in my system okay Pier 1 the number one much John straw Arvest are the hell are you know they're on a deal right away I'm once easier oh yeah you got to love those town wide 11 our Co 90430 yeah and I lose the discount grammar any Rockin new SMS and it's wonderful yeah yeah yeah when we were in our house but at the complex here so what works for you before I start looking at Michael's what is your favorite I don't know actually most of the time we can be available okay what is that because I'm in the folks who are in the one having to go home as well so either one of us should here so that's fine we'll certainly can do it later in the morning possibly early afternoon tomorrow okay early afternoon okay and you if you have desperately new Paul's with her as my yeah they're the only problem is I'm oh no wait Mass late late morning would be a good one for tomorrow because I think we should one of us should be here so if if when they come live let me put it this way Diana at like I'm in and at 7 okay that would be the first stop if I think it'll never the other the unit in question is 2111 I'll be able to get us in there and try Carlos phone number for you is 932-3364 alright you are all set for tomorrow and I'll give you an hour before I believe it's great you're welcome bye bye ,,
1696,1049270265,if I this is I know how to make you smile you just did okay Diana just curious week we're in a condo Jenna are you the one we have the number some pumpkin here but we have one unit where it's constantly apparently for no reason because it says more less elevated anyway we we had an inspection of some pumpkins and the fella was steer suggested that possibly maybe we should have the weeping tile checked around doesn't clogged or whatever and so I understand the you people have a magic little bird to refill your way through there and we'll look what does that cost how far they are okay how do they start how do you start getting into this bloody thing I just bear with me here at the Weeping pilot yet but cuz there's actually I could get it because it's the camera inspection yeah I'm looking at it actually one or 161 days cuz its regular Auto Sale healer 200 really well so what I do is I feel not fill out this information and then click sign up and or do I went with you alright do you or someone from here there when you come right yeah so what what kind of door you look man blood test having see before I know I don't think so your address is in my system okay you're one of the number one John straw Arvest harvell are there in one C 0 yeah you got to love those town wide live in our Co 9 at 3 ohh yes I lose the grammar any first name lyrics Rockin new SMS and it's wonderful so it's really nice yeah yeah yeah when we were in our house yes x o at the complex here not sure so what works best for you before I start looking at my let's what is your favorite I know actually most of the time we could be available okay what is that because and the folks who are in one having a cookout as well so either one of us should be here so if that's fine we'll certainly can do it in the morning possibly early afternoon tomorrow okay early afternoon okay can you if you have desperately new Paul's what is my yeah they're the only problem is I'm oh no wait Mass late late morning would be a good one for tomorrow because I think we should one of us should be here so if if when they come live let me put it this way Diana at like I'm in and at 7 okay that would be the first started if I think it'll never the other the unit in question is 2111 also be able to get us in there and try Carlos phone number for use me 932-3364 alright you are all set for tomorrow and I'll give you an hour before I believe it's great you're welcome bye bye ,,
1697,1049270265,if I this is I know how to make you smile you just did okay Diana just curious week we're in a condo Jenna are you the one we have the number some pumpkin here but we have one unit where it's constantly apparently for no reason because it says Wireless elevated anyway we we had an inspection of some pumpkins and the fella was steer suggested that possibly maybe we should have the weeping tile checked around doesn't clogged or whatever and so I understand these people have a magic little bird to refill your way through there and we'll look what does that cost how far they are okay how do they start how do you start getting into this bloody thing I just bear with me here at the Weeping pilot yet but cuz there's actually a credit get it because it has to work camera inspection yes I'm looking here I'm headed back to Lincoln 14161 Steve's its regular the cellular to meet you okay so what I do is I feel not Philip this information and then click sign up and an appointment with you alright you or someone from here there when you come right now so what what kind of door you look nice but like I said having see before I know I don't think so your address is in my system okay you're one of the number one John straw Arvest harvell are there in one C 0 yeah you got to love those Townline I live in our Co 90430 my lease listing Grabber any personal effects Rahman new SMS and it's wonderful so it's really nice yeah yeah yeah when we were in our house yes x o at the complex here not sure so what works best for you before I start looking at Michael it's what is your note actually most of the time we could be available okay what is that because I'm in the folks who are in one having to go home as well so either one of us should be here so if that's fine we'll certainly can do it in the morning possibly early afternoon tomorrow okay early afternoon okay and you if you have desperately new Paul's what is my yeah they're the only problem is I'm oh no wait Mass late late morning would be a good one for tomorrow because I think we should one of us should be here so if if when they come let let me put it this way Diana at like I'm in and it's coming okay that would be the first stop if I think it'll number the unit in question is 21 but I'll have it I'll be able to get us in there and try Carlos phone number for use me 932-3364 alright you are all set for tomorrow and I'll give you an hour before I believe it's great you're welcome bye bye ,,
1698,1049768678,Houston career planning we make you smile hi there I'm hoping I can make an appointment as a former come and look at a club scene with me pass sure you wanted to tell him what what what are we looking at as the civil's to kick this thing if it just rings once it has been that has the problem alright alright has a loose is it also from the base I'll be done work for you before well quite a while ago so what's your address it looks like go 9/3 yes reiber your I have is 509-3679 when are you open to have fun out there Sarah yeah I have all of my little pool so he's nervous give any other Clinic I can't guarantee another time so what I can do as I can give him a different first call and how much of a heads up with me or work for you well let's probably goes we could work and how much of a heads up what is that a cellphone number I have here that III know that's a home mostly home do you have a cellphone number just in case her yet to 7 I'm like I noticed would promise yes no problem I'll give you a 5/2 hour notice so I will I have you move for tomorrow with you as soon as I haven't talked for you okay you're welcome ,,
1699,1049768678,discard are planning to make you smile hi there I'm hoping I can make an appointment for Mark come and look at a club scene with me pass Cher you wanted to tell him what what are we looking at 5:06 in space it's a different one cuz this thing that has to problem alright alright it has a loose is it also from the base we have work for you before well quite a while ago so what's your address looks like 29 Colborne Street yes your I have is 509-3679 someone reopen to have fun out there Sarah yeah I have her call Deborah so he's nervous give any other Clinic I can't guarantee another time so what I can do is I can give him a different first call and how much of a heads up with me well well let's probably closed and we could work and how much of a heads up what is that a cellphone number I have here that III know that's a homes G mostly home do you have a cellphone number just in case her yet to discuss to 7 I'm like a half hour notice would probably say yes no problem I'll give you a 1/2 hour notice so I will I have you in the schedule for tomorrow with you as soon as I haven't talked for you okay you're welcome ,,
1700,1049768678,you are planning to make you smile hi there I'm hoping I can make an appointment for a couple's former come and look at a club scene with me pass sure you wanted to tell him what what what are we looking at as the Civil significance thing if it does Frank's one person that has the problem alright alright it has a loose is it it's also from the base exclamation work for you before well quite a while ago so what's your address looks like 29 Colborne Street yes reiber your I have is 509-3679 when are you open to have fun out there Sarah yeah I have all available so he's nervous give any other Clinic I can't guarantee another time so what I can do is I can give him a different first call and how much of a heads up with me work for you well let's probably goes and we could work and how much of a heads up what is that a cellphone number I have here that 3 that's the homes juice mostly home do you have a cellphone number to some paper yet to do to 7 I'm like I have court this week so yeah no problem I'll give you a 1/2 hour notice so I will I have you in the book for tomorrow with you as soon as I haven't talked for you okay you're welcome ,,
1701,1049768678,UCard are planning to make you smile hi there I'm hoping I can make an appointment with us for more come and look at a club scene with me pass sure you wanted to tell him what what what are we looking at as the civil's to kick this thing it's a bit different now it's one consistent that has to problem alright alright it has a loose is it it's also from the base exclamation work for well quite a while ago I guess what's your address it looks like 29 Colborne Street yes right here I have is 509-3679 1 reopen to have fun out there Sarah yeah I have her call Deborah so he's nervous give any other time I can't guarantee another time so what I can do is I can give him a different first call and how much of a heads up nice work for you tomorrow well let's probably closed we could work and how much of a heads up what is that a cellphone number I have here that III know that's a Holmes you mostly home do you have a cellphone number just in case her yet to discuss to 7 I'm like a half hour notice would probably say yes no problem I'll give you a 1/2 hour notice so I will I have you in the schedule for tomorrow with you as soon as I haven't talked for you okay you're welcome ,,
1702,1049768678,I make you smile hoping I can make an appointment or little swimmer come and look at a club thing for Christmas sure you wanted to tell him what what what are we looking at as the civil's to kick this thing it's a different one consistent that has to problem alright alright it has a loose is it also from the base we have work for you before well quite a while ago so what's your address looks like 29 Colborne Street yes right here I have is 509-3679 someone reopen to have fun out there Sarah yeah I have her call Deborah so he's nervous give any other Clinic I can't guarantee another time so what I can do is I can give him a different first call and how much of a heads up nice work for you tomorrow well let's probably closed we could work and how much of a heads up what is that a cellphone number I have here that III know that's a Holmes you mostly home do you have a cellphone number just in case her yet to discuss to 7 I'm like a half hour notice would probably say yes no problem I'll give you a 1/2 hour notice so I will I have you in the schedule for tomorrow with you as soon as I haven't talked for you okay you're welcome ,,
1703,1049768678,you are planning to make you smile hi there I'm hoping I can make an appointment for Mark come and look at us Club seems Smith with me pass Cher you one of the time what what what are we looking at as the civil's to kick this thing if it doesn't snow has one consistent that has to problem alright alright it has a loose is it it's also from the base we have work for you before well quite a while ago so what's your address looks like 29 Colborne Street yes reiber your I have his 519-3679 when are you open to have fun out there Sarah yeah I have all of my little boys so he's nervous give any other time I can't guarantee another time so what I can do is I can give him a different first call and how much of a heads up nice work for you well let's probably goes we could work and how much of a heads up what is that a cellphone number I have here that 3 that's at home juice mostly home do you have a cellphone number to some paper yet to 7 I'm like an hour notice would probably Hollis yeah no problem I'll give you a 5/2 hours so I will I have useful for tomorrow with you as soon as I haven't talked for you okay you're welcome ,,
1704,1050244532,get me home service cutting hectic mile hi there my first question is is Mike available to do calls or if you like fucked up when I might so what type of my what is or how long it takes I have them available Doberman afternoon how long would it take what does so I can let you know alright beating that wood hours because you don't really know what's wrong with what we have heat lamps and these returns come on Wednesday morning and everything was fine and then they just boom and every single one of them went went for one we're definitely not a rush but yeah so silly this is actually 4 things on the whole unit below her one fault we had something else come out and that is not powerful enough for how much powering on so we had somebody tell us if we just have one ball doubt but he's fine and it should and yeah I know Jeff hey Ashish Mary yeah I'll be here bye okay so I will I think he's going to be half a day so it should be sort of between 12 and 2 on Monday I will definitely have him come out have a call before you or just a billable I don't know you can just come for you ,,
